Wall time,Step,Value
1555436683.582846,0,0.8172591328620911
1555436690.0355535,1,0.7024615406990051
1555436692.7759798,2,0.6682136654853821
1555436695.4068496,3,0.6476285457611084
1555436698.2115576,4,0.6321805119514465
1555436701.0157638,5,0.6173654198646545
1555436703.6975083,6,0.6055302023887634
1555436706.4660165,7,0.5963032841682434
1555436709.12096,8,0.5888363718986511
1555436711.7362192,9,0.5819447636604309
1555436714.7827911,10,0.5744991302490234
1555436717.3643785,11,0.5697794556617737
1555436720.013964,12,0.5626266598701477
1555436722.6745977,13,0.5577533841133118
1555436725.279399,14,0.5532856583595276
1555436727.859382,15,0.5486517548561096
1555436730.5815046,16,0.5438055396080017
1555436733.2882936,17,0.5407252907752991
1555436736.0811439,18,0.5358978509902954
1555436738.6868682,19,0.5307432413101196
1555436741.2786696,20,0.5261975526809692
1555436744.0691953,21,0.5233697891235352
1555436746.6605904,22,0.5179097056388855
1555436749.2300427,23,0.5144981145858765
1555436751.9112828,24,0.5106915235519409
1555436754.4870634,25,0.5071879029273987
1555436757.0778356,26,0.5025451183319092
1555436759.7288525,27,0.5007959604263306
1555436762.417565,28,0.4956478476524353
1555436764.9989166,29,0.4921323359012604
1555436767.6838958,30,0.48958125710487366
1555436770.2489681,31,0.4882326126098633
1555436772.8296337,32,0.4842120110988617
1555436775.4896605,33,0.47855499386787415
1555436778.080087,34,0.4771018624305725
1555436780.660635,35,0.47320225834846497
1555436783.326932,36,0.46968966722488403
1555436785.9107165,37,0.4683862030506134
1555436788.5255406,38,0.46347832679748535
1555436791.1750994,39,0.4602805972099304
1555436793.762907,40,0.4597662389278412
1555436796.3517869,41,0.4541636109352112
1555436799.014777,42,0.4526519179344177
1555436801.5951824,43,0.4493444859981537
1555436804.182987,44,0.44705286622047424
1555436806.9078147,45,0.44155389070510864
1555436809.5369117,46,0.4413721561431885
1555436812.2297697,47,0.4384274482727051
1555436814.7962055,48,0.43630868196487427
1555436817.4038048,49,0.4328421354293823
