Date,Benzene,CS2,Ozone,SO2,Toluene,Xylene,Wind Direction,Wind Speed,North,South,East,West
2015-08-01 00:00:00,2.5,2.5,16.35,2.5,2.5,2.5,206.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 00:05:00,2.5,2.5,19.0,2.5,2.5,2.5,206.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 00:10:00,2.5,2.5,20.69,2.5,2.5,2.5,214.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 00:15:00,2.5,2.5,20.13,2.5,2.5,2.5,219.0,9.0,0.0,0.5,0.0,0.5
2015-08-01 00:20:00,2.5,2.5,20.22,2.5,2.5,2.5,219.0,11.0,0.0,0.5,0.0,0.5
2015-08-01 00:25:00,2.5,2.5,18.28,2.5,2.5,2.5,225.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 00:30:00,2.5,2.5,20.25,2.5,2.5,2.5,212.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 00:35:00,2.5,2.5,20.74,2.5,2.5,2.5,223.0,9.0,0.0,0.5,0.0,0.5
2015-08-01 00:40:00,2.5,2.5,20.12,2.5,2.5,2.5,224.0,9.0,0.0,0.5,0.0,0.5
2015-08-01 00:45:00,2.5,2.5,18.61,2.5,2.5,2.5,216.0,10.0,0.0,0.5,0.0,0.5
2015-08-01 00:50:00,2.5,2.5,19.59,2.5,2.5,2.5,220.0,9.0,0.0,0.5,0.0,0.5
2015-08-01 00:55:00,2.5,2.5,20.22,2.5,2.5,2.5,216.0,9.0,0.0,0.5,0.0,0.5
2015-08-01 01:00:00,2.5,2.5,21.16,2.5,2.5,2.5,223.0,7.0,0.0,0.5,0.0,0.5
2015-08-01 01:05:00,2.5,2.5,19.28,2.5,2.5,2.5,210.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 01:10:00,2.5,2.5,20.74,2.5,2.5,2.5,206.0,6.0,0.0,0.75,0.0,0.25
2015-08-01 01:15:00,2.5,2.5,19.28,2.5,2.5,2.5,195.0,6.0,0.0,0.75,0.0,0.25
2015-08-01 01:20:00,2.5,2.5,18.65,2.5,2.5,2.5,207.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 01:25:00,2.5,2.5,18.11,2.5,2.5,2.5,219.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 01:30:00,2.5,2.5,18.44,2.5,2.5,2.5,207.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 01:35:00,2.5,2.5,19.88,2.5,2.5,2.5,207.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 01:40:00,2.5,2.5,19.42,2.5,2.5,2.5,208.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 01:45:00,2.5,2.5,19.68,2.5,2.5,2.5,213.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 01:50:00,2.5,2.5,18.89,2.5,2.5,2.5,199.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 01:55:00,2.5,2.5,17.46,2.5,2.5,2.5,198.0,6.0,0.0,0.75,0.0,0.25
2015-08-01 02:00:00,2.5,2.5,19.47,2.5,2.5,2.5,198.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 02:05:00,2.5,2.5,18.31,2.5,2.5,2.5,222.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 02:10:00,2.5,2.5,20.38,2.5,2.5,2.5,226.0,9.0,0.0,0.5,0.0,0.5
2015-08-01 02:15:00,2.5,2.5,19.05,2.5,2.5,2.5,212.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 02:20:00,2.5,2.5,18.86,2.5,2.5,2.5,207.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 02:25:00,2.5,2.5,19.07,2.5,2.5,2.5,212.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 02:30:00,2.5,2.5,18.53,2.5,2.5,2.5,204.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 02:35:00,2.5,2.5,19.83,2.5,2.5,2.5,200.0,6.0,0.0,0.75,0.0,0.25
2015-08-01 02:40:00,2.5,2.5,20.26,2.5,2.5,2.5,202.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 02:45:00,2.5,2.5,19.88,2.5,2.5,2.5,206.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 02:50:00,2.5,2.5,20.44,2.5,2.5,2.5,203.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 02:55:00,2.5,2.5,19.36,2.5,2.5,2.5,208.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 03:00:00,2.5,2.5,17.88,2.5,2.5,2.5,204.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 03:05:00,2.5,2.5,18.93,2.5,2.5,2.5,209.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 03:10:00,2.5,2.5,19.51,2.5,2.5,2.5,211.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 03:15:00,2.5,2.5,20.2,2.5,2.5,2.5,204.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 03:20:00,2.5,2.5,19.64,2.5,2.5,2.5,199.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 03:25:00,2.5,2.5,19.76,2.5,2.5,2.5,192.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 03:30:00,2.5,2.5,20.36,2.5,2.5,2.5,186.0,8.0,0.0,1.0,0.0,0.0
2015-08-01 03:35:00,2.5,2.5,20.37,2.5,2.5,2.5,182.0,7.0,0.0,1.0,0.0,0.0
2015-08-01 03:40:00,2.5,2.5,20.38,2.5,2.5,2.5,178.0,6.0,0.0,1.0,0.0,0.0
2015-08-01 03:45:00,2.5,2.5,20.45,2.5,2.5,2.5,186.0,7.0,0.0,1.0,0.0,0.0
2015-08-01 03:50:00,2.5,2.5,19.89,2.5,2.5,2.5,198.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 03:55:00,2.5,2.5,20.43,2.5,2.5,2.5,196.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 04:00:00,2.5,2.5,21.22,2.5,2.5,2.5,182.0,7.0,0.0,1.0,0.0,0.0
2015-08-01 04:05:00,2.5,2.5,20.62,2.5,2.5,2.5,197.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 04:10:00,2.5,2.5,20.29,2.5,2.5,2.5,189.0,5.0,0.0,1.0,0.0,0.0
2015-08-01 04:15:00,2.5,2.5,18.16,2.5,2.5,2.5,194.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 04:20:00,2.5,2.5,17.81,2.5,2.5,2.5,186.0,6.0,0.0,1.0,0.0,0.0
2015-08-01 04:25:00,2.5,2.5,18.41,2.5,2.5,2.5,189.0,7.0,0.0,1.0,0.0,0.0
2015-08-01 04:30:00,2.5,2.5,18.65,2.5,2.5,2.5,195.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 04:35:00,2.5,2.5,17.97,2.5,2.5,2.5,190.0,7.0,0.0,1.0,0.0,0.0
2015-08-01 04:40:00,2.5,2.5,19.09,2.5,2.5,2.5,193.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 04:45:00,2.5,2.5,19.27,2.5,2.5,2.5,201.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 04:50:00,2.5,2.5,20.22,2.5,2.5,2.5,197.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 04:55:00,2.5,2.5,18.42,2.5,2.5,2.5,201.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 05:00:00,2.5,2.5,17.96,2.5,2.5,2.5,199.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 05:05:00,2.5,2.5,19.29,2.5,2.5,2.5,198.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 05:10:00,2.5,2.5,18.33,2.5,2.5,2.5,198.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 05:15:00,2.5,2.5,18.19,2.5,2.5,2.5,198.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 05:20:00,2.5,2.5,19.77,2.5,2.5,2.5,193.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 05:25:00,2.5,2.5,18.93,2.5,2.5,2.5,193.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 05:30:00,2.5,2.5,19.48,2.5,2.5,2.5,199.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 05:35:00,2.5,2.5,18.91,2.5,2.5,2.5,202.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 05:40:00,2.5,2.5,19.52,2.5,2.5,2.5,210.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 05:45:00,2.5,2.5,18.83,2.5,2.5,2.5,222.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 05:50:00,2.5,2.5,19.49,2.5,2.5,2.5,219.0,9.0,0.0,0.5,0.0,0.5
2015-08-01 05:55:00,2.5,2.5,20.5,2.5,2.5,2.5,220.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 06:00:00,2.5,2.5,21.47,2.5,2.5,2.5,228.0,7.0,0.0,0.5,0.0,0.5
2015-08-01 06:05:00,2.5,2.5,19.76,2.5,2.5,2.5,214.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 06:10:00,2.5,2.5,21.69,2.5,2.5,2.5,226.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 06:15:00,2.5,2.5,20.34,2.5,2.5,2.5,217.0,9.0,0.0,0.5,0.0,0.5
2015-08-01 06:20:00,2.5,2.5,21.14,2.5,2.5,2.5,216.0,7.0,0.0,0.5,0.0,0.5
2015-08-01 06:25:00,2.5,2.5,19.54,2.5,2.5,2.5,217.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 06:30:00,2.5,2.5,19.98,2.5,2.5,2.5,214.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 06:35:00,2.5,2.5,20.82,2.5,2.5,2.5,213.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 06:40:00,2.5,2.5,20.62,2.5,2.5,2.5,207.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 06:45:00,2.5,2.5,18.91,2.5,2.5,2.5,208.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 06:50:00,2.5,2.5,19.48,2.5,2.5,2.5,208.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 06:55:00,2.5,2.5,20.9,2.5,2.5,2.5,215.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 07:00:00,2.5,2.5,19.59,2.5,2.5,2.5,200.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 07:05:00,2.5,2.5,18.46,2.5,2.5,2.5,203.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 07:10:00,2.5,2.5,17.49,2.5,2.5,2.5,203.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 07:15:00,2.5,2.5,19.57,2.5,2.5,2.5,203.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 07:20:00,2.5,2.5,18.8,2.5,2.5,2.5,219.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 07:25:00,2.5,2.5,19.21,2.5,2.5,2.5,207.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 07:30:00,2.5,2.5,20.29,2.5,2.5,2.5,205.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 07:35:00,2.5,2.5,19.99,2.5,2.5,2.5,209.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 07:40:00,2.5,2.5,18.5,2.5,2.5,2.5,206.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 07:45:00,2.5,2.5,19.11,2.5,2.5,2.5,204.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 07:50:00,2.5,2.5,19.13,2.5,2.5,2.5,207.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 07:55:00,2.5,2.5,17.57,2.5,2.5,2.5,208.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 08:00:00,2.5,2.5,17.41,2.5,2.5,2.5,207.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 08:05:00,2.5,2.5,16.1,2.5,2.5,2.5,222.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 08:10:00,2.5,2.5,16.17,2.5,2.5,2.5,215.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 08:15:00,2.5,2.5,17.46,2.5,2.5,2.5,212.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 08:20:00,2.5,2.5,16.1,2.5,2.5,2.5,189.0,7.0,0.0,1.0,0.0,0.0
2015-08-01 08:25:00,2.5,2.5,16.89,2.5,2.5,2.5,189.0,8.0,0.0,1.0,0.0,0.0
2015-08-01 08:30:00,2.5,2.5,15.7,2.5,2.5,2.5,193.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 08:35:00,2.5,2.5,17.33,2.5,2.5,2.5,197.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 08:40:00,2.5,2.5,15.59,2.5,2.5,2.5,198.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 08:45:00,2.5,2.5,14.09,2.5,2.5,2.5,192.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 08:50:00,2.5,2.5,14.43,2.5,2.5,2.5,198.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 08:55:00,2.5,2.5,13.96,2.5,2.5,2.5,216.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 09:00:00,2.5,2.5,13.79,2.5,2.5,2.5,206.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 09:05:00,2.5,2.5,13.18,2.5,2.5,2.5,201.0,7.0,0.0,0.75,0.0,0.25
2015-08-01 09:10:00,2.5,2.5,12.61,2.5,2.5,2.5,198.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 09:15:00,2.5,2.5,12.78,2.5,2.5,2.5,195.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 09:20:00,2.5,2.5,12.12,2.5,2.5,2.5,193.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 09:25:00,2.5,2.5,10.37,2.5,2.5,2.5,210.0,8.0,0.0,0.75,0.0,0.25
2015-08-01 09:30:00,2.5,2.5,11.4,2.5,2.5,2.5,220.0,6.0,0.0,0.5,0.0,0.5
2015-08-01 09:35:00,2.5,2.5,11.3,2.5,2.5,2.5,227.0,5.0,0.0,0.5,0.0,0.5
2015-08-01 09:40:00,2.5,2.5,13.04,2.5,2.5,2.5,227.0,4.0,0.0,0.5,0.0,0.5
2015-08-01 09:45:00,2.5,2.5,12.81,2.5,2.5,2.5,194.0,5.0,0.0,0.75,0.0,0.25
2015-08-01 09:50:00,2.5,2.5,12.63,2.5,2.5,2.5,224.0,5.0,0.0,0.5,0.0,0.5
2015-08-01 09:55:00,2.5,2.5,13.45,2.5,2.5,2.5,226.0,4.0,0.0,0.5,0.0,0.5
2015-08-01 10:00:00,2.5,2.5,15.45,2.5,2.5,2.5,212.0,3.0,0.0,0.75,0.0,0.25
2015-08-01 10:05:00,2.5,2.5,11.44,2.5,2.5,2.5,219.0,5.0,0.0,0.5,0.0,0.5
2015-08-01 10:10:00,2.5,2.5,13.58,2.5,2.5,2.5,187.0,4.0,0.0,1.0,0.0,0.0
2015-08-01 10:15:00,2.5,2.5,15.03,2.5,2.5,2.5,178.0,5.0,0.0,1.0,0.0,0.0
2015-08-01 10:20:00,2.5,2.5,16.48,2.5,2.5,2.5,169.0,5.0,0.0,0.75,0.25,0.0
2015-08-01 10:25:00,2.5,2.5,16.43,2.5,2.5,2.5,164.0,6.0,0.0,0.75,0.25,0.0
2015-08-01 10:30:00,2.5,2.5,15.55,2.5,2.5,2.5,206.0,4.0,0.0,0.75,0.0,0.25
2015-08-01 10:35:00,2.5,2.5,15.67,2.5,2.5,2.5,203.0,5.0,0.0,0.75,0.0,0.25
2015-08-01 10:40:00,2.5,2.5,17.09,2.5,2.5,2.5,180.0,5.0,0.0,1.0,0.0,0.0
2015-08-01 10:45:00,2.5,2.5,17.5,2.5,2.5,2.5,167.0,5.0,0.0,0.75,0.25,0.0
2015-08-01 10:50:00,2.5,2.5,21.38,2.5,2.5,2.5,183.0,6.0,0.0,1.0,0.0,0.0
2015-08-01 10:55:00,2.5,2.5,24.36,2.5,2.5,2.5,175.0,7.0,0.0,1.0,0.0,0.0
2015-08-01 11:00:00,2.5,2.5,23.35,2.5,2.5,2.5,184.0,6.0,0.0,1.0,0.0,0.0
2015-08-01 11:05:00,2.5,2.5,21.04,2.5,2.5,2.5,168.0,8.0,0.0,0.75,0.25,0.0
2015-08-01 11:10:00,2.5,2.5,19.49,2.5,2.5,2.5,168.0,8.0,0.0,0.75,0.25,0.0
2015-08-01 11:15:00,2.5,2.5,15.75,2.5,2.5,2.5,150.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 11:20:00,2.5,2.5,15.72,2.5,2.5,2.5,149.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 11:25:00,2.5,2.5,15.51,2.5,2.5,2.5,166.0,8.0,0.0,0.75,0.25,0.0
2015-08-01 11:30:00,2.5,2.5,14.93,2.5,2.5,2.5,184.0,8.0,0.0,1.0,0.0,0.0
2015-08-01 11:35:00,2.5,2.5,13.61,2.5,2.5,2.5,180.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 11:40:00,2.5,2.5,12.87,2.5,2.5,2.5,181.0,8.0,0.0,1.0,0.0,0.0
2015-08-01 11:45:00,2.5,2.5,13.18,2.5,2.5,2.5,156.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 11:50:00,2.5,2.5,14.42,2.5,2.5,2.5,152.0,11.0,0.0,0.75,0.25,0.0
2015-08-01 11:55:00,2.5,2.5,15.44,2.5,2.5,2.5,151.0,11.0,0.0,0.75,0.25,0.0
2015-08-01 12:00:00,2.5,2.5,14.93,2.5,2.5,2.5,153.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 12:05:00,2.5,2.5,17.35,2.5,2.5,2.5,154.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 12:10:00,2.5,2.5,15.96,2.5,2.5,2.5,153.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 12:15:00,2.5,2.5,17.65,2.5,2.5,2.5,155.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 12:20:00,2.5,2.5,19.68,2.5,2.5,2.5,157.0,11.0,0.0,0.75,0.25,0.0
2015-08-01 12:25:00,2.5,2.5,23.42,2.5,2.5,2.5,156.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 12:30:00,2.5,2.5,23.73,2.5,2.5,2.5,155.0,11.0,0.0,0.75,0.25,0.0
2015-08-01 12:35:00,2.5,2.5,22.3,2.5,2.5,2.5,157.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 12:40:00,2.5,2.5,22.96,2.5,2.5,2.5,155.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 12:45:00,2.5,2.5,23.86,2.5,2.5,2.5,150.0,12.0,0.0,0.75,0.25,0.0
2015-08-01 12:50:00,2.5,2.5,21.49,2.5,2.5,2.5,156.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 12:55:00,2.5,2.5,19.83,2.5,2.5,2.5,161.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 13:00:00,2.5,2.5,19.64,2.5,2.5,2.5,152.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 13:05:00,2.5,2.5,18.85,2.5,2.5,2.5,150.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 13:10:00,2.5,2.5,17.51,2.5,2.5,2.5,152.0,11.0,0.0,0.75,0.25,0.0
2015-08-01 13:15:00,2.5,2.5,15.59,2.5,2.5,2.5,150.0,8.0,0.0,0.75,0.25,0.0
2015-08-01 13:20:00,2.5,2.5,15.48,2.5,2.5,2.5,156.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 13:25:00,2.5,2.5,15.32,2.5,2.5,2.5,151.0,11.0,0.0,0.75,0.25,0.0
2015-08-01 13:30:00,2.5,2.5,15.23,2.5,2.5,2.5,148.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 13:35:00,2.5,2.5,17.88,2.5,2.5,2.5,153.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 13:40:00,2.5,2.5,17.07,2.5,2.5,2.5,157.0,11.0,0.0,0.75,0.25,0.0
2015-08-01 13:45:00,2.5,2.5,17.45,2.5,2.5,2.5,160.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 13:50:00,2.5,2.5,17.42,2.5,2.5,2.5,152.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 13:55:00,2.5,2.5,19.0,2.5,2.5,2.5,153.0,8.0,0.0,0.75,0.25,0.0
2015-08-01 14:00:00,2.5,2.5,18.25,2.5,2.5,2.5,187.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 14:05:00,2.5,2.5,18.25,2.5,2.5,2.5,176.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 14:10:00,2.5,2.5,19.51,2.5,2.5,2.5,183.0,11.0,0.0,1.0,0.0,0.0
2015-08-01 14:15:00,2.5,2.5,23.15,2.5,2.5,2.5,177.0,10.0,0.0,1.0,0.0,0.0
2015-08-01 14:20:00,2.5,2.5,23.63,2.5,2.5,2.5,178.0,11.0,0.0,1.0,0.0,0.0
2015-08-01 14:25:00,2.5,2.5,22.94,2.5,2.5,2.5,178.0,11.0,0.0,1.0,0.0,0.0
2015-08-01 14:30:00,2.5,2.5,22.92,2.5,2.5,2.5,176.0,11.0,0.0,1.0,0.0,0.0
2015-08-01 14:35:00,2.5,2.5,21.4,2.5,2.5,2.5,181.0,11.0,0.0,1.0,0.0,0.0
2015-08-01 14:40:00,2.5,2.5,20.61,2.5,2.5,2.5,176.0,8.0,0.0,1.0,0.0,0.0
2015-08-01 14:45:00,2.5,2.5,17.83,2.5,2.5,2.5,171.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 14:50:00,2.5,2.5,17.48,2.5,2.5,2.5,155.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 14:55:00,2.5,2.5,16.38,2.5,2.5,2.5,151.0,11.0,0.0,0.75,0.25,0.0
2015-08-01 15:00:00,2.5,2.5,15.32,2.5,2.5,2.5,152.0,10.0,0.0,0.75,0.25,0.0
2015-08-01 15:05:00,2.5,2.5,15.28,2.5,2.5,2.5,151.0,9.0,0.0,0.75,0.25,0.0
2015-08-01 15:10:00,2.5,2.5,15.39,2.5,2.5,2.5,159.0,8.0,0.0,0.75,0.25,0.0
2015-08-01 15:15:00,2.5,2.5,16.28,2.5,2.5,2.5,157.0,7.0,0.0,0.75,0.25,0.0
2015-08-01 15:20:00,2.5,2.5,18.81,2.5,2.5,2.5,176.0,8.0,0.0,1.0,0.0,0.0
2015-08-01 15:25:00,2.5,2.5,19.12,2.5,2.5,2.5,180.0,10.0,0.0,1.0,0.0,0.0
2015-08-01 15:30:00,2.5,2.5,18.24,2.5,2.5,2.5,173.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 15:35:00,2.5,2.5,17.3,2.5,2.5,2.5,177.0,10.0,0.0,1.0,0.0,0.0
2015-08-01 15:40:00,2.5,2.5,18.86,2.5,2.5,2.5,191.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 15:45:00,2.5,2.5,19.4,2.5,2.5,2.5,186.0,8.0,0.0,1.0,0.0,0.0
2015-08-01 15:50:00,2.5,2.5,20.41,2.5,2.5,2.5,195.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 15:55:00,2.5,2.5,20.26,2.5,2.5,2.5,191.0,8.0,0.0,1.0,0.0,0.0
2015-08-01 16:00:00,2.5,2.5,22.5,2.5,2.5,2.5,201.0,11.0,0.0,0.75,0.0,0.25
2015-08-01 16:05:00,2.5,2.5,21.92,2.5,2.5,2.5,192.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 16:10:00,2.5,2.5,21.92,2.5,2.5,2.5,195.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 16:15:00,2.5,2.5,24.11,2.5,2.5,2.5,205.0,11.0,0.0,0.75,0.0,0.25
2015-08-01 16:20:00,2.5,2.5,22.08,2.5,2.5,2.5,194.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 16:25:00,2.5,2.5,21.19,2.5,2.5,2.5,193.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 16:30:00,2.5,2.5,17.67,2.5,2.5,2.5,188.0,10.0,0.0,1.0,0.0,0.0
2015-08-01 16:35:00,2.5,2.5,18.12,2.5,2.5,2.5,185.0,10.0,0.0,1.0,0.0,0.0
2015-08-01 16:40:00,2.5,2.5,18.22,2.5,2.5,2.5,185.0,11.0,0.0,1.0,0.0,0.0
2015-08-01 16:45:00,2.5,2.5,19.44,2.5,2.5,2.5,191.0,10.0,0.0,1.0,0.0,0.0
2015-08-01 16:50:00,2.5,2.5,18.04,2.5,2.5,2.5,192.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 16:55:00,2.5,2.5,18.02,2.5,2.5,2.5,204.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 17:00:00,2.5,2.5,18.62,2.5,2.5,2.5,196.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 17:05:00,2.5,2.5,16.71,2.5,2.5,2.5,193.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 17:10:00,2.5,2.5,16.22,2.5,2.5,2.5,193.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 17:15:00,2.5,2.5,17.15,2.5,2.5,2.5,195.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 17:20:00,2.5,2.5,19.66,2.5,2.5,2.5,189.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 17:25:00,2.5,2.5,19.09,2.5,2.5,2.5,194.0,9.0,0.0,0.75,0.0,0.25
2015-08-01 17:30:00,2.5,2.5,18.52,2.5,2.5,2.5,186.0,10.0,0.0,1.0,0.0,0.0
2015-08-01 17:35:00,2.5,2.5,18.54,2.5,2.5,2.5,189.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 17:40:00,2.5,2.5,18.35,2.5,2.5,2.5,188.0,9.0,0.0,1.0,0.0,0.0
2015-08-01 17:45:00,2.5,2.5,19.74,2.5,2.5,2.5,202.0,11.0,0.0,0.75,0.0,0.25
2015-08-01 17:50:00,2.5,2.5,21.89,2.5,2.5,2.5,202.0,12.0,0.0,0.75,0.0,0.25
2015-08-01 17:55:00,2.5,2.5,22.03,2.5,2.5,2.5,206.0,12.0,0.0,0.75,0.0,0.25
2015-08-01 18:00:00,2.5,2.5,24.37,2.5,2.5,2.5,202.0,11.0,0.0,0.75,0.0,0.25
2015-08-01 18:05:00,2.5,2.5,23.21,2.5,2.5,2.5,207.0,10.0,0.0,0.75,0.0,0.25
2015-08-01 18:10:00,2.5,2.5,21.35,2.5,2.5,2.5,217.0,8.0,0.0,0.5,0.0,0.5
2015-08-01 18:15:00,2.5,2.5,18.1,2.5,2.5,2.5,214.0,12.0,0.0,0.75,0.0,0.25
2015-08-01 18:20:00,2.5,2.5,17.31,2.5,2.5,2.5,220.0,13.0,0.0,0.5,0.0,0.5
2015-08-01 18:25:00,2.5,2.5,16.21,2.5,2.5,2.5,209.0,11.0,0.0,0.75,0.0,0.25
2015-08-01 18:30:00,2.5,2.5,17.23,2.5,2.5,2.5,209.0,14.0,0.0,0.75,0.0,0.25
2015-08-01 18:35:00,2.5,2.5,19.25,2.5,2.5,2.5,207.0,15.0,0.0,0.75,0.0,0.25
2015-08-01 18:40:00,2.5,2.5,19.73,2.5,2.5,2.5,203.0,14.0,0.0,0.75,0.0,0.25
2015-08-01 18:45:00,2.5,2.5,19.36,2.5,2.5,2.5,201.0,13.0,0.0,0.75,0.0,0.25
2015-08-01 18:50:00,2.5,2.5,17.92,2.5,2.5,2.5,202.0,12.0,0.0,0.75,0.0,0.25
2015-08-01 18:55:00,2.5,2.5,15.98,2.5,2.5,2.5,192.0,12.0,0.0,0.75,0.0,0.25
